,comb,obj,GAPD,PGK,PGM,ENO,TPI,ACONTb,ACONTa,CS,FUM,MDH
909,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350737,1,0,1,1,1,0,1,1,1,0
910,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350737,1,0,1,1,1,0,1,1,0,1
911,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350737,1,0,1,1,1,0,1,0,1,1
912,"('GAPD', 'PGM', 'ENO', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350737,1,0,1,1,1,0,0,1,1,1
913,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.638596491228041,1,0,1,1,0,1,1,1,1,0
914,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.638596491228041,1,0,1,1,0,1,1,1,0,1
915,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.638596491228041,1,0,1,1,0,1,1,0,1,1
916,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'CS', 'FUM', 'MDH')",13.638596491228041,1,0,1,1,0,1,0,1,1,1
917,"('GAPD', 'PGM', 'ENO', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228057,1,0,1,1,0,0,1,1,1,1
918,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350644,1,0,1,0,1,1,1,1,1,0
919,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350644,1,0,1,0,1,1,1,1,0,1
920,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350644,1,0,1,0,1,1,1,0,1,1
921,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350644,1,0,1,0,1,1,0,1,1,1
922,"('GAPD', 'PGM', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350644,1,0,1,0,1,0,1,1,1,1
923,"('GAPD', 'PGM', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228029,1,0,1,0,0,1,1,1,1,1
924,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.264935064935077,1,0,0,1,1,1,1,1,1,0
925,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.264935064935077,1,0,0,1,1,1,1,1,0,1
926,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.264935064935077,1,0,0,1,1,1,1,0,1,1
927,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350775,1,0,0,1,1,1,0,1,1,1
928,"('GAPD', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350775,1,0,0,1,1,0,1,1,1,1
929,"('GAPD', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228073,1,0,0,1,0,1,1,1,1,1
930,"('GAPD', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.264935064935059,1,0,0,0,1,1,1,1,1,1
931,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.264935064935059,0,1,1,1,1,1,1,1,0,0
932,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.264935064935059,0,1,1,1,1,1,1,0,1,0
933,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.264935064935059,0,1,1,1,1,1,1,0,0,1
934,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM')",1.264935064935059,0,1,1,1,1,1,0,1,1,0
935,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'MDH')",1.264935064935059,0,1,1,1,1,1,0,1,0,1
936,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.264935064935059,0,1,1,1,1,1,0,0,1,1
937,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM')",1.264935064935059,0,1,1,1,1,0,1,1,1,0
938,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'MDH')",1.264935064935059,0,1,1,1,1,0,1,1,0,1
939,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.264935064935059,0,1,1,1,1,0,1,0,1,1
940,"('PGK', 'PGM', 'ENO', 'TPI', 'CS', 'FUM', 'MDH')",1.264935064935059,0,1,1,1,1,0,0,1,1,1
941,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.638596491228094,0,1,1,1,0,1,1,1,1,0
942,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.638596491228094,0,1,1,1,0,1,1,1,0,1
943,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.638596491228094,0,1,1,1,0,1,1,0,1,1
944,"('PGK', 'PGM', 'ENO', 'ACONTb', 'CS', 'FUM', 'MDH')",13.638596491228094,0,1,1,1,0,1,0,1,1,1
945,"('PGK', 'PGM', 'ENO', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228094,0,1,1,1,0,0,1,1,1,1
946,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350664,0,1,1,0,1,1,1,1,1,0
947,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350664,0,1,1,0,1,1,1,1,0,1
948,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350664,0,1,1,0,1,1,1,0,1,1
949,"('PGK', 'PGM', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.264935064935065,0,1,1,0,1,1,0,1,1,1
950,"('PGK', 'PGM', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.264935064935065,0,1,1,0,1,0,1,1,1,1
951,"('PGK', 'PGM', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228066,0,1,1,0,0,1,1,1,1,1
952,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.264935064935064,0,1,0,1,1,1,1,1,1,0
953,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.264935064935064,0,1,0,1,1,1,1,1,0,1
954,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.264935064935064,0,1,0,1,1,1,1,0,1,1
955,"('PGK', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.264935064935064,0,1,0,1,1,1,0,1,1,1
956,"('PGK', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.264935064935064,0,1,0,1,1,0,1,1,1,1
957,"('PGK', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228082,0,1,0,1,0,1,1,1,1,1
958,"('PGK', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350617,0,1,0,0,1,1,1,1,1,1
959,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",14.340350877192988,0,0,1,1,1,1,1,1,1,0
960,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",14.340350877192988,0,0,1,1,1,1,1,1,0,1
961,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",14.340350877192988,0,0,1,1,1,1,1,0,1,1
962,"('PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",14.340350877192988,0,0,1,1,1,1,0,1,1,1
963,"('PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192988,0,0,1,1,1,0,1,1,1,1
964,"('PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192988,0,0,1,1,0,1,1,1,1,1
965,"('PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192988,0,0,1,0,1,1,1,1,1,1
966,"('ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192988,0,0,0,1,1,1,1,1,1,1
967,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS')",1.2649350649350664,1,1,1,1,1,1,1,1,0,0
968,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM')",1.2649350649350664,1,1,1,1,1,1,1,0,1,0
969,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'MDH')",1.2649350649350664,1,1,1,1,1,1,1,0,0,1
970,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM')",1.2649350649350664,1,1,1,1,1,1,0,1,1,0
971,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'MDH')",1.2649350649350664,1,1,1,1,1,1,0,1,0,1
972,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'FUM', 'MDH')",1.2649350649350664,1,1,1,1,1,1,0,0,1,1
973,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM')",1.2649350649350668,1,1,1,1,1,0,1,1,1,0
974,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'MDH')",1.2649350649350668,1,1,1,1,1,0,1,1,0,1
975,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'FUM', 'MDH')",1.2649350649350668,1,1,1,1,1,0,1,0,1,1
976,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'CS', 'FUM', 'MDH')",1.2649350649350668,1,1,1,1,1,0,0,1,1,1
977,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM')",13.638596491228075,1,1,1,1,0,1,1,1,1,0
978,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'MDH')",13.638596491228062,1,1,1,1,0,1,1,1,0,1
979,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",13.638596491228062,1,1,1,1,0,1,1,0,1,1
980,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'CS', 'FUM', 'MDH')",13.638596491228062,1,1,1,1,0,1,0,1,1,1
981,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTa', 'CS', 'FUM', 'MDH')",13.63859649122807,1,1,1,1,0,0,1,1,1,1
982,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350668,1,1,1,0,1,1,1,1,1,0
983,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350668,1,1,1,0,1,1,1,1,0,1
984,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350668,1,1,1,0,1,1,1,0,1,1
985,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350668,1,1,1,0,1,1,0,1,1,1
986,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350668,1,1,1,0,1,0,1,1,1,1
987,"('GAPD', 'PGK', 'PGM', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228073,1,1,1,0,0,1,1,1,1,1
988,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350688,1,1,0,1,1,1,1,1,1,0
989,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350688,1,1,0,1,1,1,1,1,0,1
990,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350688,1,1,0,1,1,1,1,0,1,1
991,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350612,1,1,0,1,1,1,0,1,1,1
992,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350612,1,1,0,1,1,0,1,1,1,1
993,"('GAPD', 'PGK', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228062,1,1,0,1,0,1,1,1,1,1
994,"('GAPD', 'PGK', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350757,1,1,0,0,1,1,1,1,1,1
995,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350757,1,0,1,1,1,1,1,1,1,0
996,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350757,1,0,1,1,1,1,1,1,0,1
997,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350757,1,0,1,1,1,1,1,0,1,1
998,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350757,1,0,1,1,1,1,0,1,1,1
999,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350757,1,0,1,1,1,0,1,1,1,1
1000,"('GAPD', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228062,1,0,1,1,0,1,1,1,1,1
1001,"('GAPD', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350684,1,0,1,0,1,1,1,1,1,1
1002,"('GAPD', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350684,1,0,0,1,1,1,1,1,1,1
1003,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350684,0,1,1,1,1,1,1,1,1,0
1004,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350684,0,1,1,1,1,1,1,1,0,1
1005,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350684,0,1,1,1,1,1,1,0,1,1
1006,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350684,0,1,1,1,1,1,0,1,1,1
1007,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350684,0,1,1,1,1,0,1,1,1,1
1008,"('PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228201,0,1,1,1,0,1,1,1,1,1
1009,"('PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350697,0,1,1,0,1,1,1,1,1,1
1010,"('PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350697,0,1,0,1,1,1,1,1,1,1
1011,"('PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",14.340350877192995,0,0,1,1,1,1,1,1,1,1
1012,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM')",1.2649350649350768,1,1,1,1,1,1,1,1,1,0
1013,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'MDH')",1.2649350649350768,1,1,1,1,1,1,1,1,0,1
1014,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'FUM', 'MDH')",1.2649350649350768,1,1,1,1,1,1,1,0,1,1
1015,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'CS', 'FUM', 'MDH')",1.2649350649350768,1,1,1,1,1,1,0,1,1,1
1016,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350768,1,1,1,1,1,0,1,1,1,1
1017,"('GAPD', 'PGK', 'PGM', 'ENO', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",13.638596491228112,1,1,1,1,0,1,1,1,1,1
1018,"('GAPD', 'PGK', 'PGM', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350621,1,1,1,0,1,1,1,1,1,1
1019,"('GAPD', 'PGK', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350621,1,1,0,1,1,1,1,1,1,1
1020,"('GAPD', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350637,1,0,1,1,1,1,1,1,1,1
1021,"('PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350637,0,1,1,1,1,1,1,1,1,1
1022,"('GAPD', 'PGK', 'PGM', 'ENO', 'TPI', 'ACONTb', 'ACONTa', 'CS', 'FUM', 'MDH')",1.2649350649350637,1,1,1,1,1,1,1,1,1,1
